"Time","Indicator","Age","Place of residence","Sex","Unit","Value"
"2020","Deaths","51","Urban and rural areas","Males and females","persons","273"
"2020","Deaths","51","Urban and rural areas","Males","persons","185"
"2020","Deaths","51","Urban and rural areas","Females","persons","88"
"2021","Deaths","51","Urban and rural areas","Males and females","persons","299"
"2021","Deaths","51","Urban and rural areas","Males","persons","218"
"2021","Deaths","51","Urban and rural areas","Females","persons","81"
"2022","Deaths","51","Urban and rural areas","Males and females","persons","276"
"2022","Deaths","51","Urban and rural areas","Males","persons","183"
"2022","Deaths","51","Urban and rural areas","Females","persons","93"
"2023","Deaths","51","Urban and rural areas","Males and females","persons","231"
"2023","Deaths","51","Urban and rural areas","Males","persons","169"
"2023","Deaths","51","Urban and rural areas","Females","persons","62"
"2024","Deaths","51","Urban and rural areas","Males and females","persons","219"
"2024","Deaths","51","Urban and rural areas","Males","persons","161"
"2024","Deaths","51","Urban and rural areas","Females","persons","58"
"2015","Deaths","52","Urban and rural areas","Males and females","persons","357"
"2015","Deaths","52","Urban and rural areas","Males","persons","261"
"2015","Deaths","52","Urban and rural areas","Females","persons","96"
"2016","Deaths","52","Urban and rural areas","Males and females","persons","345"
"2016","Deaths","52","Urban and rural areas","Males","persons","243"
"2016","Deaths","52","Urban and rural areas","Females","persons","102"
"2017","Deaths","52","Urban and rural areas","Males and females","persons","284"
"2017","Deaths","52","Urban and rural areas","Males","persons","203"
"2017","Deaths","52","Urban and rural areas","Females","persons","81"
"2018","Deaths","52","Urban and rural areas","Males and females","persons","270"
"2018","Deaths","52","Urban and rural areas","Males","persons","201"
"2018","Deaths","52","Urban and rural areas","Females","persons","69"
"2019","Deaths","52","Urban and rural areas","Males and females","persons","270"
"2019","Deaths","52","Urban and rural areas","Males","persons","192"
"2019","Deaths","52","Urban and rural areas","Females","persons","78"
"2020","Deaths","52","Urban and rural areas","Males and females","persons","317"
"2020","Deaths","52","Urban and rural areas","Males","persons","235"
"2020","Deaths","52","Urban and rural areas","Females","persons","82"
"2021","Deaths","52","Urban and rural areas","Males and females","persons","328"
"2021","Deaths","52","Urban and rural areas","Males","persons","235"
"2021","Deaths","52","Urban and rural areas","Females","persons","93"
"2022","Deaths","52","Urban and rural areas","Males and females","persons","274"
"2022","Deaths","52","Urban and rural areas","Males","persons","186"
"2022","Deaths","52","Urban and rural areas","Females","persons","88"
"2023","Deaths","52","Urban and rural areas","Males and females","persons","258"
"2023","Deaths","52","Urban and rural areas","Males","persons","185"
"2023","Deaths","52","Urban and rural areas","Females","persons","73"
"2024","Deaths","52","Urban and rural areas","Males and females","persons","245"
"2024","Deaths","52","Urban and rural areas","Males","persons","177"
"2024","Deaths","52","Urban and rural areas","Females","persons","68"
"2015","Deaths","53","Urban and rural areas","Males and females","persons","405"
"2015","Deaths","53","Urban and rural areas","Males","persons","312"
"2015","Deaths","53","Urban and rural areas","Females","persons","93"
"2016","Deaths","53","Urban and rural areas","Males and females","persons","377"
"2016","Deaths","53","Urban and rural areas","Males","persons","267"
"2016","Deaths","53","Urban and rural areas","Females","persons","110"
"2017","Deaths","53","Urban and rural areas","Males and females","persons","306"
"2017","Deaths","53","Urban and rural areas","Males","persons","229"
"2017","Deaths","53","Urban and rural areas","Females","persons","77"
"2018","Deaths","53","Urban and rural areas","Males and females","persons","265"
"2018","Deaths","53","Urban and rural areas","Males","persons","192"
"2018","Deaths","53","Urban and rural areas","Females","persons","73"
"2019","Deaths","53","Urban and rural areas","Males and females","persons","282"
"2019","Deaths","53","Urban and rural areas","Males","persons","203"
"2019","Deaths","53","Urban and rural areas","Females","persons","79"
"2020","Deaths","53","Urban and rural areas","Males and females","persons","326"
"2020","Deaths","53","Urban and rural areas","Males","persons","230"
"2020","Deaths","53","Urban and rural areas","Females","persons","96"
"2021","Deaths","53","Urban and rural areas","Males and females","persons","342"
"2021","Deaths","53","Urban and rural areas","Males","persons","244"
"2021","Deaths","53","Urban and rural areas","Females","persons","98"
"2022","Deaths","53","Urban and rural areas","Males and females","persons","304"
"2022","Deaths","53","Urban and rural areas","Males","persons","214"
"2022","Deaths","53","Urban and rural areas","Females","persons","90"
"2023","Deaths","53","Urban and rural areas","Males and females","persons","318"
"2023","Deaths","53","Urban and rural areas","Males","persons","226"
"2023","Deaths","53","Urban and rural areas","Females","persons","92"
"2024","Deaths","53","Urban and rural areas","Males and females","persons","289"
"2024","Deaths","53","Urban and rural areas","Males","persons","219"
"2024","Deaths","53","Urban and rural areas","Females","persons","70"
"2015","Deaths","54","Urban and rural areas","Males and females","persons","432"
"2015","Deaths","54","Urban and rural areas","Males","persons","315"
"2015","Deaths","54","Urban and rural areas","Females","persons","117"
"2016","Deaths","54","Urban and rural areas","Males and females","persons","446"
"2016","Deaths","54","Urban and rural areas","Males","persons","331"
"2016","Deaths","54","Urban and rural areas","Females","persons","115"
"2017","Deaths","54","Urban and rural areas","Males and females","persons","335"
"2017","Deaths","54","Urban and rural areas","Males","persons","245"
"2017","Deaths","54","Urban and rural areas","Females","persons","90"
"2018","Deaths","54","Urban and rural areas","Males and females","persons","354"
"2018","Deaths","54","Urban and rural areas","Males","persons","245"
"2018","Deaths","54","Urban and rural areas","Females","persons","109"
"2019","Deaths","54","Urban and rural areas","Males and females","persons","322"
"2019","Deaths","54","Urban and rural areas","Males","persons","229"
"2019","Deaths","54","Urban and rural areas","Females","persons","93"
"2020","Deaths","54","Urban and rural areas","Males and females","persons","360"
"2020","Deaths","54","Urban and rural areas","Males","persons","264"
"2020","Deaths","54","Urban and rural areas","Females","persons","96"
"2021","Deaths","54","Urban and rural areas","Males and females","persons","370"
"2021","Deaths","54","Urban and rural areas","Males","persons","258"
"2021","Deaths","54","Urban and rural areas","Females","persons","112"
"2022","Deaths","54","Urban and rural areas","Males and females","persons","326"
"2022","Deaths","54","Urban and rural areas","Males","persons","230"
"2022","Deaths","54","Urban and rural areas","Females","persons","96"
"2023","Deaths","54","Urban and rural areas","Males and females","persons","294"
"2023","Deaths","54","Urban and rural areas","Males","persons","219"
"2023","Deaths","54","Urban and rural areas","Females","persons","75"
"2024","Deaths","54","Urban and rural areas","Males and females","persons","291"
"2024","Deaths","54","Urban and rural areas","Males","persons","203"
"2024","Deaths","54","Urban and rural areas","Females","persons","88"
"2015","Deaths","55","Urban and rural areas","Males and females","persons","502"
"2015","Deaths","55","Urban and rural areas","Males","persons","376"
"2015","Deaths","55","Urban and rural areas","Females","persons","126"
"2016","Deaths","55","Urban and rural areas","Males and females","persons","432"
"2016","Deaths","55","Urban and rural areas","Males","persons","310"
"2016","Deaths","55","Urban and rural areas","Females","persons","122"
"2017","Deaths","55","Urban and rural areas","Males and females","persons","388"
"2017","Deaths","55","Urban and rural areas","Males","persons","269"
"2017","Deaths","55","Urban and rural areas","Females","persons","119"
"2018","Deaths","55","Urban and rural areas","Males and females","persons","370"
"2018","Deaths","55","Urban and rural areas","Males","persons","267"
"2018","Deaths","55","Urban and rural areas","Females","persons","103"
"2019","Deaths","55","Urban and rural areas","Males and females","persons","349"
"2019","Deaths","55","Urban and rural areas","Males","persons","256"
"2019","Deaths","55","Urban and rural areas","Females","persons","93"
"2020","Deaths","55","Urban and rural areas","Males and females","persons","406"
"2020","Deaths","55","Urban and rural areas","Males","persons","285"
"2020","Deaths","55","Urban and rural areas","Females","persons","121"
"2021","Deaths","55","Urban and rural areas","Males and females","persons","403"
"2021","Deaths","55","Urban and rural areas","Males","persons","276"
"2021","Deaths","55","Urban and rural areas","Females","persons","127"
"2022","Deaths","55","Urban and rural areas","Males and females","persons","372"
"2022","Deaths","55","Urban and rural areas","Males","persons","279"
"2022","Deaths","55","Urban and rural areas","Females","persons","93"
"2023","Deaths","55","Urban and rural areas","Males and females","persons","328"
"2023","Deaths","55","Urban and rural areas","Males","persons","243"
"2023","Deaths","55","Urban and rural areas","Females","persons","85"
"2024","Deaths","55","Urban and rural areas","Males and females","persons","353"
"2024","Deaths","55","Urban and rural areas","Males","persons","256"
"2024","Deaths","55","Urban and rural areas","Females","persons","97"
"2015","Deaths","56","Urban and rural areas","Males and females","persons","449"
"2015","Deaths","56","Urban and rural areas","Males","persons","327"
